"","Quarter_Year","gender","top_ofnse_typ_desc","admin_type","count"
"438",2012 Q2,"M","ALCOHOL & DRUG","New Commitment",427.81
"439",2012 Q2,"M","ALCOHOL & DRUG","Technical Commitment",3
"440",2012 Q2,"M","ALCOHOL & DRUG","Technical Commitment",43.16
"441",2012 Q2,"M","DRIVING","New Commitment",229.81
"442",2012 Q2,"M","DRIVING","Technical Commitment",38.66
"443",2012 Q2,"M","DRUG POSSESSION ONLY","New Commitment",201.65
"444",2012 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",29.65
"445",2012 Q2,"M","MURDER","New Commitment",620.38
"446",2012 Q2,"M","MURDER","Technical Commitment",23.37
"447",2012 Q2,"M","MURDER","Technical Commitment",15.8
"448",2012 Q2,"M","OTHER","New Commitment",60.86
"449",2012 Q2,"M","OTHER","Technical Commitment",13.2
"450",2012 Q2,"M","PERSON","New Commitment",1042.33
"451",2012 Q2,"M","PERSON","Technical Commitment",8.41
"452",2012 Q2,"M","PERSON","Technical Commitment",90.37
"453",2012 Q2,"M","PROPERTY","New Commitment",1098.42
"454",2012 Q2,"M","PROPERTY","Technical Commitment",2
"455",2012 Q2,"M","PROPERTY","Technical Commitment",124.27
"456",2012 Q2,"M","SEX OFFENSE","New Commitment",8
"457",2012 Q2,"M","SEX OFFENSE","New Commitment",1916.8
"458",2012 Q2,"M","SEX OFFENSE","Technical Commitment",13.14
"459",2012 Q2,"M","SEX OFFENSE","Technical Commitment",163.51
"460",2012 Q2,"M","WEAPONS","New Commitment",60.56
"461",2012 Q2,"M","WEAPONS","Technical Commitment",14.44
"462",2012 Q3,"F","ALCOHOL & DRUG","New Commitment",79.64
"463",2012 Q3,"F","ALCOHOL & DRUG","Technical Commitment",14.88
"464",2012 Q3,"F","DRIVING","New Commitment",18.74
"465",2012 Q3,"F","DRIVING","Technical Commitment",4.35
"466",2012 Q3,"F","DRUG POSSESSION ONLY","New Commitment",60.39
"467",2012 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",12.86
"468",2012 Q3,"F","MURDER","New Commitment",38.8
"469",2012 Q3,"F","MURDER","Technical Commitment",1
"470",2012 Q3,"F","MURDER","Technical Commitment",4.05
"471",2012 Q3,"F","OTHER","New Commitment",12.24
"472",2012 Q3,"F","OTHER","Technical Commitment",1.03
"473",2012 Q3,"F","PERSON","New Commitment",103.17
"474",2012 Q3,"F","PERSON","Technical Commitment",7.96
"475",2012 Q3,"F","PROPERTY","New Commitment",194.49
"476",2012 Q3,"F","PROPERTY","Technical Commitment",1
"477",2012 Q3,"F","PROPERTY","Technical Commitment",26.08
"478",2012 Q3,"F","SEX OFFENSE","New Commitment",36.92
"479",2012 Q3,"F","SEX OFFENSE","Technical Commitment",2.42
"480",2012 Q3,"F","WEAPONS","New Commitment",1
"481",2012 Q3,"M","OTHER","New Commitment",8.53
"482",2012 Q3,"M","ALCOHOL & DRUG","New Commitment",422.97
"483",2012 Q3,"M","ALCOHOL & DRUG","Technical Commitment",3.22
"484",2012 Q3,"M","ALCOHOL & DRUG","Technical Commitment",47.5
"485",2012 Q3,"M","DRIVING","New Commitment",221.35
"486",2012 Q3,"M","DRIVING","Technical Commitment",43.5
"487",2012 Q3,"M","DRUG POSSESSION ONLY","New Commitment",205.07
"488",2012 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",26.04
"489",2012 Q3,"M","MURDER","New Commitment",620.91
"490",2012 Q3,"M","MURDER","Technical Commitment",23
"491",2012 Q3,"M","MURDER","Technical Commitment",14.97
"492",2012 Q3,"M","OTHER","New Commitment",62.64
"493",2012 Q3,"M","OTHER","Technical Commitment",10.29
"494",2012 Q3,"M","PERSON","New Commitment",1034.34
"495",2012 Q3,"M","PERSON","Technical Commitment",8
"496",2012 Q3,"M","PERSON","Technical Commitment",99.61
"497",2012 Q3,"M","PROPERTY","New Commitment",1089.08
"498",2012 Q3,"M","PROPERTY","Technical Commitment",2
"499",2012 Q3,"M","PROPERTY","Technical Commitment",124.54
"500",2012 Q3,"M","SEX OFFENSE","New Commitment",8.65
"501",2012 Q3,"M","SEX OFFENSE","New Commitment",1925.63
"502",2012 Q3,"M","SEX OFFENSE","Technical Commitment",12.78
"503",2012 Q3,"M","SEX OFFENSE","Technical Commitment",168
"504",2012 Q3,"M","WEAPONS","New Commitment",55.88
"505",2012 Q3,"M","WEAPONS","Technical Commitment",18.92
"506",2012 Q4,"F","ALCOHOL & DRUG","New Commitment",83.88
"507",2012 Q4,"F","ALCOHOL & DRUG","Technical Commitment",14.1
"508",2012 Q4,"F","DRIVING","New Commitment",23.98
"509",2012 Q4,"F","DRIVING","Technical Commitment",6.62
"510",2012 Q4,"F","DRUG POSSESSION ONLY","New Commitment",72.5
"511",2012 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",10.75
"512",2012 Q4,"F","MURDER","New Commitment",37.71
"513",2012 Q4,"F","MURDER","Technical Commitment",1
"514",2012 Q4,"F","MURDER","Technical Commitment",4.02
"515",2012 Q4,"F","OTHER","New Commitment",10.59
"516",2012 Q4,"F","OTHER","Technical Commitment",1
"517",2012 Q4,"F","PERSON","New Commitment",106.4
"518",2012 Q4,"F","PERSON","Technical Commitment",4.46
"519",2012 Q4,"F","PROPERTY","New Commitment",191.88
"520",2012 Q4,"F","PROPERTY","Technical Commitment",1
"521",2012 Q4,"F","PROPERTY","Technical Commitment",26.9
"522",2012 Q4,"F","SEX OFFENSE","New Commitment",37.9
"523",2012 Q4,"F","SEX OFFENSE","Technical Commitment",2.53
"524",2012 Q4,"F","WEAPONS","New Commitment",1.58
"525",2012 Q4,"M","OTHER","New Commitment",4.65
"526",2012 Q4,"M","ALCOHOL & DRUG","New Commitment",429.24
"527",2012 Q4,"M","ALCOHOL & DRUG","Technical Commitment",4
"528",2012 Q4,"M","ALCOHOL & DRUG","Technical Commitment",45.6
"529",2012 Q4,"M","DRIVING","New Commitment",218.36
"530",2012 Q4,"M","DRIVING","Technical Commitment",42.85
"531",2012 Q4,"M","DRUG POSSESSION ONLY","New Commitment",214.04
"532",2012 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",23.58
"533",2012 Q4,"M","MURDER","New Commitment",623.34
"534",2012 Q4,"M","MURDER","Technical Commitment",22.49
"535",2012 Q4,"M","MURDER","Technical Commitment",19.11
"536",2012 Q4,"M","OTHER","New Commitment",67.83
"537",2012 Q4,"M","OTHER","Technical Commitment",10.46
"538",2012 Q4,"M","PERSON","New Commitment",1038.71
"539",2012 Q4,"M","PERSON","Technical Commitment",8
"540",2012 Q4,"M","PERSON","Technical Commitment",111.25
"541",2012 Q4,"M","PROPERTY","New Commitment",1099.15
"542",2012 Q4,"M","PROPERTY","Technical Commitment",1.79
"543",2012 Q4,"M","PROPERTY","Technical Commitment",120.5
"544",2012 Q4,"M","SEX OFFENSE","New Commitment",9
"545",2012 Q4,"M","SEX OFFENSE","New Commitment",1931.86
"546",2012 Q4,"M","SEX OFFENSE","Technical Commitment",12.72
"547",2012 Q4,"M","SEX OFFENSE","Technical Commitment",185.57
"548",2012 Q4,"M","WEAPONS","New Commitment",58.59
"549",2012 Q4,"M","WEAPONS","Technical Commitment",16.84
"550",2013 Q1,"F","ALCOHOL & DRUG","New Commitment",91.01
"551",2013 Q1,"F","ALCOHOL & DRUG","Technical Commitment",9.14
"552",2013 Q1,"F","DRIVING","New Commitment",26.48
"553",2013 Q1,"F","DRIVING","Technical Commitment",1.81
"554",2013 Q1,"F","DRUG POSSESSION ONLY","New Commitment",77.96
"555",2013 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",10.66
"556",2013 Q1,"F","MURDER","New Commitment",36.32
"557",2013 Q1,"F","MURDER","Technical Commitment",1
"558",2013 Q1,"F","MURDER","Technical Commitment",3.69
"559",2013 Q1,"F","OTHER","New Commitment",8.59
"560",2013 Q1,"F","PERSON","New Commitment",105.31
"561",2013 Q1,"F","PERSON","Technical Commitment",8.04
"562",2013 Q1,"F","PROPERTY","New Commitment",193.46
"563",2013 Q1,"F","PROPERTY","Technical Commitment",1
"564",2013 Q1,"F","PROPERTY","Technical Commitment",34.27
"565",2013 Q1,"F","SEX OFFENSE","New Commitment",39.67
"566",2013 Q1,"F","SEX OFFENSE","Technical Commitment",1.64
"567",2013 Q1,"F","WEAPONS","New Commitment",2
"568",2013 Q1,"M","OTHER","New Commitment",3.97
"569",2013 Q1,"M","ALCOHOL & DRUG","New Commitment",432.54
"570",2013 Q1,"M","ALCOHOL & DRUG","Technical Commitment",3.63
"571",2013 Q1,"M","ALCOHOL & DRUG","Technical Commitment",40.52
"572",2013 Q1,"M","DRIVING","New Commitment",212.73
"573",2013 Q1,"M","DRIVING","Technical Commitment",1
"574",2013 Q1,"M","DRIVING","Technical Commitment",33.39
"575",2013 Q1,"M","DRUG POSSESSION ONLY","New Commitment",219.76
"576",2013 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",20.48
"577",2013 Q1,"M","MURDER","New Commitment",623.26
"578",2013 Q1,"M","MURDER","Technical Commitment",21.67
"579",2013 Q1,"M","MURDER","Technical Commitment",20.66
"580",2013 Q1,"M","OTHER","New Commitment",77.5
"581",2013 Q1,"M","OTHER","Technical Commitment",13.1
"582",2013 Q1,"M","PERSON","New Commitment",1039.49
"583",2013 Q1,"M","PERSON","Technical Commitment",8
"584",2013 Q1,"M","PERSON","Technical Commitment",114.21
"585",2013 Q1,"M","PROPERTY","New Commitment",1086.87
"586",2013 Q1,"M","PROPERTY","Technical Commitment",1
"587",2013 Q1,"M","PROPERTY","Technical Commitment",113.89
"588",2013 Q1,"M","SEX OFFENSE","New Commitment",9
"589",2013 Q1,"M","SEX OFFENSE","New Commitment",1933.33
"590",2013 Q1,"M","SEX OFFENSE","Technical Commitment",12
"591",2013 Q1,"M","SEX OFFENSE","Technical Commitment",189.5
"592",2013 Q1,"M","WEAPONS","New Commitment",55.94
"593",2013 Q1,"M","WEAPONS","Technical Commitment",15.3
"594",2013 Q2,"F","ALCOHOL & DRUG","New Commitment",100.08
"595",2013 Q2,"F","ALCOHOL & DRUG","Technical Commitment",15.76
"596",2013 Q2,"F","DRIVING","New Commitment",27.64
"597",2013 Q2,"F","DRIVING","Technical Commitment",1.56
"598",2013 Q2,"F","DRUG POSSESSION ONLY","New Commitment",78.75
"599",2013 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",9.11
"600",2013 Q2,"F","MURDER","New Commitment",36
"601",2013 Q2,"F","MURDER","Technical Commitment",1
"602",2013 Q2,"F","MURDER","Technical Commitment",5
"603",2013 Q2,"F","OTHER","New Commitment",8.6
"604",2013 Q2,"F","OTHER","Technical Commitment",1.74
"605",2013 Q2,"F","PERSON","New Commitment",109.99
"606",2013 Q2,"F","PERSON","Technical Commitment",10.7
"607",2013 Q2,"F","PROPERTY","New Commitment",200.56
"608",2013 Q2,"F","PROPERTY","Technical Commitment",1
"609",2013 Q2,"F","PROPERTY","Technical Commitment",34.7
"610",2013 Q2,"F","SEX OFFENSE","New Commitment",40.11
"611",2013 Q2,"F","SEX OFFENSE","Technical Commitment",1
"612",2013 Q2,"F","WEAPONS","New Commitment",2.67
"613",2013 Q2,"M","OTHER","New Commitment",3.12
"614",2013 Q2,"M","ALCOHOL & DRUG","New Commitment",431.77
"615",2013 Q2,"M","ALCOHOL & DRUG","Technical Commitment",2.43
"616",2013 Q2,"M","ALCOHOL & DRUG","Technical Commitment",38.55
"617",2013 Q2,"M","DRIVING","New Commitment",211.57
"618",2013 Q2,"M","DRIVING","Technical Commitment",1
"619",2013 Q2,"M","DRIVING","Technical Commitment",33.6
"620",2013 Q2,"M","DRUG POSSESSION ONLY","New Commitment",230.98
"621",2013 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",20.33
"622",2013 Q2,"M","MURDER","New Commitment",621.68
"623",2013 Q2,"M","MURDER","Technical Commitment",21.91
"624",2013 Q2,"M","MURDER","Technical Commitment",21.76
"625",2013 Q2,"M","OTHER","New Commitment",86.15
"626",2013 Q2,"M","OTHER","Technical Commitment",14.18
"627",2013 Q2,"M","PERSON","New Commitment",1052.75
"628",2013 Q2,"M","PERSON","Technical Commitment",8
"629",2013 Q2,"M","PERSON","Technical Commitment",115.73
"630",2013 Q2,"M","PROPERTY","New Commitment",1104.53
"631",2013 Q2,"M","PROPERTY","Technical Commitment",1.19
"632",2013 Q2,"M","PROPERTY","Technical Commitment",121.79
"633",2013 Q2,"M","SEX OFFENSE","New Commitment",9
"634",2013 Q2,"M","SEX OFFENSE","Technical Commitment",1
"635",2013 Q2,"M","SEX OFFENSE","New Commitment",1945.53
"636",2013 Q2,"M","SEX OFFENSE","Technical Commitment",12.29
"637",2013 Q2,"M","SEX OFFENSE","Technical Commitment",184.44
"638",2013 Q2,"M","WEAPONS","New Commitment",63.24
"639",2013 Q2,"M","WEAPONS","Technical Commitment",13.54
"640",2013 Q3,"F","ALCOHOL & DRUG","New Commitment",97.64
"641",2013 Q3,"F","ALCOHOL & DRUG","Technical Commitment",17.48
"642",2013 Q3,"F","DRIVING","New Commitment",24.7
"643",2013 Q3,"F","DRIVING","Technical Commitment",3.76
"644",2013 Q3,"F","DRUG POSSESSION ONLY","New Commitment",79.72
"645",2013 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",8.99
"646",2013 Q3,"F","MURDER","New Commitment",35.78
"647",2013 Q3,"F","MURDER","Technical Commitment",1
"648",2013 Q3,"F","MURDER","Technical Commitment",5
"649",2013 Q3,"F","OTHER","New Commitment",7.8
"650",2013 Q3,"F","OTHER","Technical Commitment",1.17
"651",2013 Q3,"F","PERSON","New Commitment",109.98
"652",2013 Q3,"F","PERSON","Technical Commitment",10.29
"653",2013 Q3,"F","PROPERTY","New Commitment",190.67
"654",2013 Q3,"F","PROPERTY","Technical Commitment",1
"655",2013 Q3,"F","PROPERTY","Technical Commitment",32.92
"656",2013 Q3,"F","SEX OFFENSE","New Commitment",41.67
"657",2013 Q3,"F","SEX OFFENSE","Technical Commitment",1
"658",2013 Q3,"F","WEAPONS","New Commitment",2
"659",2013 Q3,"M","OTHER","New Commitment",4
"660",2013 Q3,"M","OTHER","Technical Commitment",1
"661",2013 Q3,"M","ALCOHOL & DRUG","New Commitment",435.24
"662",2013 Q3,"M","ALCOHOL & DRUG","Technical Commitment",2
"663",2013 Q3,"M","ALCOHOL & DRUG","Technical Commitment",42.42
"664",2013 Q3,"M","DRIVING","New Commitment",213.15
"665",2013 Q3,"M","DRIVING","Technical Commitment",1
"666",2013 Q3,"M","DRIVING","Technical Commitment",40.21
"667",2013 Q3,"M","DRUG POSSESSION ONLY","New Commitment",243.89
"668",2013 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",21.82
"669",2013 Q3,"M","MURDER","New Commitment",625.14
"670",2013 Q3,"M","MURDER","Technical Commitment",22
"671",2013 Q3,"M","MURDER","Technical Commitment",22.32
"672",2013 Q3,"M","OTHER","New Commitment",84
"673",2013 Q3,"M","OTHER","Technical Commitment",11.72
"674",2013 Q3,"M","PERSON","New Commitment",1058.58
"675",2013 Q3,"M","PERSON","Technical Commitment",6.42
"676",2013 Q3,"M","PERSON","Technical Commitment",121.67
"677",2013 Q3,"M","PROPERTY","New Commitment",1118.64
"678",2013 Q3,"M","PROPERTY","Technical Commitment",2
"679",2013 Q3,"M","PROPERTY","Technical Commitment",137.26
"680",2013 Q3,"M","SEX OFFENSE","New Commitment",8.55
"681",2013 Q3,"M","SEX OFFENSE","Technical Commitment",1
"682",2013 Q3,"M","SEX OFFENSE","New Commitment",1963.08
"683",2013 Q3,"M","SEX OFFENSE","Technical Commitment",13
"684",2013 Q3,"M","SEX OFFENSE","Technical Commitment",179.11
"685",2013 Q3,"M","WEAPONS","New Commitment",69.83
"686",2013 Q3,"M","WEAPONS","Technical Commitment",12.25
"687",2013 Q4,"F","ALCOHOL & DRUG","New Commitment",94.74
"688",2013 Q4,"F","ALCOHOL & DRUG","Technical Commitment",14.47
"689",2013 Q4,"F","DRIVING","New Commitment",24.12
"690",2013 Q4,"F","DRIVING","Technical Commitment",3
"691",2013 Q4,"F","DRUG POSSESSION ONLY","New Commitment",77.61
"692",2013 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",13.3
"693",2013 Q4,"F","MURDER","New Commitment",36.36
"694",2013 Q4,"F","MURDER","Technical Commitment",1
"695",2013 Q4,"F","MURDER","Technical Commitment",5
"696",2013 Q4,"F","OTHER","New Commitment",8.7
"697",2013 Q4,"F","OTHER","Technical Commitment",1
"698",2013 Q4,"F","PERSON","New Commitment",113.02
"699",2013 Q4,"F","PERSON","Technical Commitment",8.72
"700",2013 Q4,"F","PROPERTY","New Commitment",194.26
"701",2013 Q4,"F","PROPERTY","Technical Commitment",1
"702",2013 Q4,"F","PROPERTY","Technical Commitment",34.49
"703",2013 Q4,"F","SEX OFFENSE","New Commitment",1
"704",2013 Q4,"F","SEX OFFENSE","New Commitment",44.54
"705",2013 Q4,"F","SEX OFFENSE","Technical Commitment",1
"706",2013 Q4,"F","WEAPONS","New Commitment",3.09
"707",2013 Q4,"M","OTHER","New Commitment",3.54
"708",2013 Q4,"M","OTHER","Technical Commitment",1
"709",2013 Q4,"M","ALCOHOL & DRUG","New Commitment",440.59
"710",2013 Q4,"M","ALCOHOL & DRUG","Technical Commitment",1.71
"711",2013 Q4,"M","ALCOHOL & DRUG","Technical Commitment",43.79
"712",2013 Q4,"M","DRIVING","New Commitment",202.62
"713",2013 Q4,"M","DRIVING","Technical Commitment",1
"714",2013 Q4,"M","DRIVING","Technical Commitment",40.5
"715",2013 Q4,"M","DRUG POSSESSION ONLY","New Commitment",258.07
"716",2013 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",24.29
"717",2013 Q4,"M","MURDER","New Commitment",624.21
"718",2013 Q4,"M","MURDER","Technical Commitment",23
"719",2013 Q4,"M","MURDER","Technical Commitment",19.32
"720",2013 Q4,"M","OTHER","New Commitment",75.22
"721",2013 Q4,"M","OTHER","Technical Commitment",9.33
"722",2013 Q4,"M","PERSON","New Commitment",1055.77
"723",2013 Q4,"M","PERSON","Technical Commitment",5.55
"724",2013 Q4,"M","PERSON","Technical Commitment",126.58
"725",2013 Q4,"M","PROPERTY","New Commitment",1117.41
"726",2013 Q4,"M","PROPERTY","Technical Commitment",1.85
"727",2013 Q4,"M","PROPERTY","Technical Commitment",133.36
"728",2013 Q4,"M","SEX OFFENSE","New Commitment",8
"729",2013 Q4,"M","SEX OFFENSE","Technical Commitment",1
"730",2013 Q4,"M","SEX OFFENSE","New Commitment",1968.76
"731",2013 Q4,"M","SEX OFFENSE","Technical Commitment",13
"732",2013 Q4,"M","SEX OFFENSE","Technical Commitment",184.14
"733",2013 Q4,"M","WEAPONS","New Commitment",69.5
"734",2013 Q4,"M","WEAPONS","Technical Commitment",11.01
"735",2014 Q1,"F","ALCOHOL & DRUG","New Commitment",93.07
"736",2014 Q1,"F","ALCOHOL & DRUG","Technical Commitment",15.5
"737",2014 Q1,"F","DRIVING","New Commitment",20.24
"738",2014 Q1,"F","DRIVING","Technical Commitment",3.34
"739",2014 Q1,"F","DRUG POSSESSION ONLY","New Commitment",69.33
"740",2014 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",16.36
"741",2014 Q1,"F","MURDER","New Commitment",38
"742",2014 Q1,"F","MURDER","Technical Commitment",1
"743",2014 Q1,"F","MURDER","Technical Commitment",4.77
"744",2014 Q1,"F","OTHER","New Commitment",11.99
"745",2014 Q1,"F","OTHER","Technical Commitment",1.08
"746",2014 Q1,"F","PERSON","New Commitment",109.54
"747",2014 Q1,"F","PERSON","Technical Commitment",6.42
"748",2014 Q1,"F","PROPERTY","New Commitment",180.39
"749",2014 Q1,"F","PROPERTY","Technical Commitment",26.78
"750",2014 Q1,"F","SEX OFFENSE","New Commitment",1
"751",2014 Q1,"F","SEX OFFENSE","New Commitment",45.87
"752",2014 Q1,"F","SEX OFFENSE","Technical Commitment",1
"753",2014 Q1,"F","WEAPONS","New Commitment",4.62
"754",2014 Q1,"M","OTHER","New Commitment",3.28
"755",2014 Q1,"M","OTHER","Technical Commitment",1
"756",2014 Q1,"M","ALCOHOL & DRUG","New Commitment",432.01
"757",2014 Q1,"M","ALCOHOL & DRUG","Technical Commitment",1
"758",2014 Q1,"M","ALCOHOL & DRUG","Technical Commitment",42.86
"759",2014 Q1,"M","DRIVING","New Commitment",194.99
"760",2014 Q1,"M","DRIVING","Technical Commitment",1
"761",2014 Q1,"M","DRIVING","Technical Commitment",30.2
"762",2014 Q1,"M","DRUG POSSESSION ONLY","New Commitment",247.12
"763",2014 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",29.16
"764",2014 Q1,"M","MURDER","New Commitment",627.56
"765",2014 Q1,"M","MURDER","Technical Commitment",23.71
"766",2014 Q1,"M","MURDER","Technical Commitment",19.73
"767",2014 Q1,"M","OTHER","New Commitment",68.56
"768",2014 Q1,"M","OTHER","Technical Commitment",10.59
"769",2014 Q1,"M","PERSON","New Commitment",1055.77
"770",2014 Q1,"M","PERSON","Technical Commitment",5
"771",2014 Q1,"M","PERSON","Technical Commitment",125.98
"772",2014 Q1,"M","PROPERTY","New Commitment",1077.97
"773",2014 Q1,"M","PROPERTY","Technical Commitment",1
"774",2014 Q1,"M","PROPERTY","Technical Commitment",134.53
"775",2014 Q1,"M","SEX OFFENSE","New Commitment",8.59
"776",2014 Q1,"M","SEX OFFENSE","Technical Commitment",1
"777",2014 Q1,"M","SEX OFFENSE","New Commitment",1961.5
"778",2014 Q1,"M","SEX OFFENSE","Technical Commitment",13
"779",2014 Q1,"M","SEX OFFENSE","Technical Commitment",189.89
"780",2014 Q1,"M","WEAPONS","New Commitment",69.13
"781",2014 Q1,"M","WEAPONS","Technical Commitment",11.54
"782",2014 Q2,"F","ALCOHOL & DRUG","New Commitment",93.52
"783",2014 Q2,"F","ALCOHOL & DRUG","Technical Commitment",16.6
"784",2014 Q2,"F","DRIVING","New Commitment",20.55
"785",2014 Q2,"F","DRIVING","Technical Commitment",3.08
"786",2014 Q2,"F","DRUG POSSESSION ONLY","New Commitment",59.41
"787",2014 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",15.09
"788",2014 Q2,"F","MURDER","New Commitment",39.35
"789",2014 Q2,"F","MURDER","Technical Commitment",1
"790",2014 Q2,"F","MURDER","Technical Commitment",4.74
"791",2014 Q2,"F","OTHER","New Commitment",14.44
"792",2014 Q2,"F","OTHER","Technical Commitment",1
"793",2014 Q2,"F","PERSON","New Commitment",106.56
"794",2014 Q2,"F","PERSON","Technical Commitment",6.37
"795",2014 Q2,"F","PROPERTY","New Commitment",164.65
"796",2014 Q2,"F","PROPERTY","Technical Commitment",39.71
"797",2014 Q2,"F","SEX OFFENSE","New Commitment",1
"798",2014 Q2,"F","SEX OFFENSE","New Commitment",47.64
"799",2014 Q2,"F","SEX OFFENSE","Technical Commitment",1
"800",2014 Q2,"F","WEAPONS","New Commitment",3.63
"801",2014 Q2,"M","OTHER","New Commitment",4.86
"802",2014 Q2,"M","OTHER","Technical Commitment",1
"803",2014 Q2,"M","ALCOHOL & DRUG","New Commitment",417.76
"804",2014 Q2,"M","ALCOHOL & DRUG","Technical Commitment",1
"805",2014 Q2,"M","ALCOHOL & DRUG","Technical Commitment",46.96
"806",2014 Q2,"M","DRIVING","New Commitment",201.35
"807",2014 Q2,"M","DRIVING","Technical Commitment",1.01
"808",2014 Q2,"M","DRIVING","Technical Commitment",29.82
"809",2014 Q2,"M","DRUG POSSESSION ONLY","New Commitment",242
"810",2014 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",35.84
"811",2014 Q2,"M","MURDER","New Commitment",635
"812",2014 Q2,"M","MURDER","Technical Commitment",22.64
"813",2014 Q2,"M","MURDER","Technical Commitment",23.01
"814",2014 Q2,"M","OTHER","New Commitment",69.02
"815",2014 Q2,"M","OTHER","Technical Commitment",9.76
"816",2014 Q2,"M","PERSON","New Commitment",1039.69
"817",2014 Q2,"M","PERSON","Technical Commitment",5
"818",2014 Q2,"M","PERSON","Technical Commitment",129.35
"819",2014 Q2,"M","PROPERTY","New Commitment",1063.08
"820",2014 Q2,"M","PROPERTY","Technical Commitment",145.84
"821",2014 Q2,"M","SEX OFFENSE","New Commitment",9.54
"822",2014 Q2,"M","SEX OFFENSE","Technical Commitment",1
"823",2014 Q2,"M","SEX OFFENSE","New Commitment",1966.58
"824",2014 Q2,"M","SEX OFFENSE","Technical Commitment",14
"825",2014 Q2,"M","SEX OFFENSE","Technical Commitment",187.85
"826",2014 Q2,"M","WEAPONS","New Commitment",76.69
"827",2014 Q2,"M","WEAPONS","Technical Commitment",12.65
"828",2014 Q3,"F","ALCOHOL & DRUG","New Commitment",88.08
"829",2014 Q3,"F","ALCOHOL & DRUG","Technical Commitment",10.58
"830",2014 Q3,"F","DRIVING","New Commitment",21.57
"831",2014 Q3,"F","DRIVING","Technical Commitment",5.15
"832",2014 Q3,"F","DRUG POSSESSION ONLY","New Commitment",55.82
"833",2014 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",18.16
"834",2014 Q3,"F","MURDER","New Commitment",41.57
"835",2014 Q3,"F","MURDER","Technical Commitment",1
"836",2014 Q3,"F","MURDER","Technical Commitment",4.51
"837",2014 Q3,"F","OTHER","New Commitment",17.38
"838",2014 Q3,"F","OTHER","Technical Commitment",1
"839",2014 Q3,"F","PERSON","New Commitment",104.15
