"","Quarter_Year","gender","top_ofnse_typ_desc","admin_type","count"
"2116",2021 Q3,"M","WEAPONS","Technical Commitment",26.73
"2117",2021 Q4,"F","ALCOHOL & DRUG","New Commitment",54.84
"2118",2021 Q4,"F","ALCOHOL & DRUG","Technical Commitment",10.57
"2119",2021 Q4,"F","DRIVING","New Commitment",13.36
"2120",2021 Q4,"F","DRIVING","Technical Commitment",7.62
"2121",2021 Q4,"F","DRUG POSSESSION ONLY","New Commitment",12.51
"2122",2021 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",7.57
"2123",2021 Q4,"F","MURDER","New Commitment",55.29
"2124",2021 Q4,"F","MURDER","Technical Commitment",1
"2125",2021 Q4,"F","MURDER","Technical Commitment",6.03
"2126",2021 Q4,"F","OTHER","New Commitment",12.8
"2127",2021 Q4,"F","OTHER","Technical Commitment",7.46
"2128",2021 Q4,"F","PERSON","New Commitment",83.5
"2129",2021 Q4,"F","PERSON","Technical Commitment",17.39
"2130",2021 Q4,"F","PROPERTY","New Commitment",111.89
"2131",2021 Q4,"F","PROPERTY","Technical Commitment",44.41
"2132",2021 Q4,"F","SEX OFFENSE","New Commitment",32.4
"2133",2021 Q4,"F","SEX OFFENSE","Technical Commitment",2.13
"2134",2021 Q4,"F","WEAPONS","New Commitment",1.42
"2135",2021 Q4,"F","WEAPONS","Technical Commitment",1
"2136",2021 Q4,"M","ALCOHOL & DRUG","New Commitment",320.71
"2137",2021 Q4,"M","ALCOHOL & DRUG","Technical Commitment",2
"2138",2021 Q4,"M","ALCOHOL & DRUG","Technical Commitment",103.99
"2139",2021 Q4,"M","DRIVING","New Commitment",88.99
"2140",2021 Q4,"M","DRIVING","Technical Commitment",37.01
"2141",2021 Q4,"M","DRUG POSSESSION ONLY","New Commitment",25.78
"2142",2021 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",21.5
"2143",2021 Q4,"M","MURDER","New Commitment",657.26
"2144",2021 Q4,"M","MURDER","Technical Commitment",18
"2145",2021 Q4,"M","MURDER","Technical Commitment",18.3
"2146",2021 Q4,"M","OTHER","New Commitment",48.15
"2147",2021 Q4,"M","OTHER","Technical Commitment",30.72
"2148",2021 Q4,"M","PERSON","New Commitment",998.88
"2149",2021 Q4,"M","PERSON","Technical Commitment",6.46
"2150",2021 Q4,"M","PERSON","Technical Commitment",247.91
"2151",2021 Q4,"M","PROPERTY","New Commitment",499.21
"2152",2021 Q4,"M","PROPERTY","Technical Commitment",224.4
"2153",2021 Q4,"M","SEX OFFENSE","New Commitment",19.8
"2154",2021 Q4,"M","SEX OFFENSE","Technical Commitment",1
"2155",2021 Q4,"M","SEX OFFENSE","New Commitment",1731.39
"2156",2021 Q4,"M","SEX OFFENSE","Technical Commitment",9.87
"2157",2021 Q4,"M","SEX OFFENSE","Technical Commitment",205.88
"2158",2021 Q4,"M","WEAPONS","New Commitment",100.99
"2159",2021 Q4,"M","WEAPONS","Technical Commitment",1
"2160",2021 Q4,"M","WEAPONS","Technical Commitment",27.9
"2161",2022 Q1,"F","ALCOHOL & DRUG","New Commitment",54.11
"2162",2022 Q1,"F","ALCOHOL & DRUG","Technical Commitment",13.1
"2163",2022 Q1,"F","DRIVING","New Commitment",11.11
"2164",2022 Q1,"F","DRIVING","Technical Commitment",6.46
"2165",2022 Q1,"F","DRUG POSSESSION ONLY","New Commitment",13.1
"2166",2022 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",7.16
"2167",2022 Q1,"F","MURDER","New Commitment",57.44
"2168",2022 Q1,"F","MURDER","Technical Commitment",1
"2169",2022 Q1,"F","MURDER","Technical Commitment",7.13
"2170",2022 Q1,"F","OTHER","New Commitment",11.73
"2171",2022 Q1,"F","OTHER","Technical Commitment",5.18
"2172",2022 Q1,"F","PERSON","New Commitment",79.51
"2173",2022 Q1,"F","PERSON","Technical Commitment",20.16
"2174",2022 Q1,"F","PROPERTY","New Commitment",95.58
"2175",2022 Q1,"F","PROPERTY","Technical Commitment",39.96
"2176",2022 Q1,"F","SEX OFFENSE","New Commitment",31.39
"2177",2022 Q1,"F","SEX OFFENSE","Technical Commitment",2.62
"2178",2022 Q1,"F","WEAPONS","New Commitment",2
"2179",2022 Q1,"F","WEAPONS","Technical Commitment",1
"2180",2022 Q1,"M","ALCOHOL & DRUG","New Commitment",313.26
"2181",2022 Q1,"M","ALCOHOL & DRUG","Technical Commitment",2
"2182",2022 Q1,"M","ALCOHOL & DRUG","Technical Commitment",95.4
"2183",2022 Q1,"M","DRIVING","New Commitment",91.21
"2184",2022 Q1,"M","DRIVING","Technical Commitment",39.93
"2185",2022 Q1,"M","DRUG POSSESSION ONLY","New Commitment",26.34
"2186",2022 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",27.77
"2187",2022 Q1,"M","MURDER","New Commitment",659.68
"2188",2022 Q1,"M","MURDER","Technical Commitment",18
"2189",2022 Q1,"M","MURDER","Technical Commitment",17.1
"2190",2022 Q1,"M","OTHER","New Commitment",46.44
"2191",2022 Q1,"M","OTHER","Technical Commitment",21.87
"2192",2022 Q1,"M","PERSON","New Commitment",1001.64
"2193",2022 Q1,"M","PERSON","Technical Commitment",6
"2194",2022 Q1,"M","PERSON","Technical Commitment",247.64
"2195",2022 Q1,"M","PROPERTY","New Commitment",486.3
"2196",2022 Q1,"M","PROPERTY","Technical Commitment",216.31
"2197",2022 Q1,"M","SEX OFFENSE","New Commitment",22.13
"2198",2022 Q1,"M","SEX OFFENSE","Technical Commitment",1
"2199",2022 Q1,"M","SEX OFFENSE","New Commitment",1742.86
"2200",2022 Q1,"M","SEX OFFENSE","Technical Commitment",10
"2201",2022 Q1,"M","SEX OFFENSE","Technical Commitment",219.68
"2202",2022 Q1,"M","WEAPONS","New Commitment",108.89
"2203",2022 Q1,"M","WEAPONS","Technical Commitment",1
"2204",2022 Q1,"M","WEAPONS","Technical Commitment",24.06
"2205",2022 Q2,"F","ALCOHOL & DRUG","New Commitment",50.01
"2206",2022 Q2,"F","ALCOHOL & DRUG","Technical Commitment",14.95
"2207",2022 Q2,"F","DRIVING","New Commitment",9.31
"2208",2022 Q2,"F","DRIVING","Technical Commitment",5.95
"2209",2022 Q2,"F","DRUG POSSESSION ONLY","New Commitment",16.81
"2210",2022 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",11.42
"2211",2022 Q2,"F","MURDER","New Commitment",56.15
"2212",2022 Q2,"F","MURDER","Technical Commitment",1
"2213",2022 Q2,"F","MURDER","Technical Commitment",6.21
"2214",2022 Q2,"F","OTHER","New Commitment",15.76
"2215",2022 Q2,"F","OTHER","Technical Commitment",1.52
"2216",2022 Q2,"F","PERSON","New Commitment",73.46
"2217",2022 Q2,"F","PERSON","Technical Commitment",1
"2218",2022 Q2,"F","PERSON","Technical Commitment",26.41
"2219",2022 Q2,"F","PROPERTY","New Commitment",85.51
"2220",2022 Q2,"F","PROPERTY","Technical Commitment",41.38
"2221",2022 Q2,"F","SEX OFFENSE","New Commitment",29.19
"2222",2022 Q2,"F","SEX OFFENSE","Technical Commitment",1.77
"2223",2022 Q2,"F","WEAPONS","New Commitment",1.29
"2224",2022 Q2,"F","WEAPONS","Technical Commitment",1
"2225",2022 Q2,"M","ALCOHOL & DRUG","New Commitment",314.18
"2226",2022 Q2,"M","ALCOHOL & DRUG","Technical Commitment",2
"2227",2022 Q2,"M","ALCOHOL & DRUG","Technical Commitment",84.98
"2228",2022 Q2,"M","DRIVING","New Commitment",95.02
"2229",2022 Q2,"M","DRIVING","Technical Commitment",42.02
"2230",2022 Q2,"M","DRUG POSSESSION ONLY","New Commitment",37.04
"2231",2022 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",24.6
"2232",2022 Q2,"M","MURDER","New Commitment",665.91
"2233",2022 Q2,"M","MURDER","Technical Commitment",17.7
"2234",2022 Q2,"M","MURDER","Technical Commitment",21.4
"2235",2022 Q2,"M","OTHER","New Commitment",49.2
"2236",2022 Q2,"M","OTHER","Technical Commitment",21.95
"2237",2022 Q2,"M","PERSON","New Commitment",994.97
"2238",2022 Q2,"M","PERSON","Technical Commitment",6
"2239",2022 Q2,"M","PERSON","Technical Commitment",245.35
"2240",2022 Q2,"M","PROPERTY","New Commitment",470.24
"2241",2022 Q2,"M","PROPERTY","Technical Commitment",1
"2242",2022 Q2,"M","PROPERTY","Technical Commitment",209.07
"2243",2022 Q2,"M","SEX OFFENSE","New Commitment",23.76
"2244",2022 Q2,"M","SEX OFFENSE","Technical Commitment",1
"2245",2022 Q2,"M","SEX OFFENSE","New Commitment",1755.85
"2246",2022 Q2,"M","SEX OFFENSE","Technical Commitment",10.18
"2247",2022 Q2,"M","SEX OFFENSE","Technical Commitment",205.78
"2248",2022 Q2,"M","WEAPONS","New Commitment",101.34
"2249",2022 Q2,"M","WEAPONS","Technical Commitment",1
"2250",2022 Q2,"M","WEAPONS","Technical Commitment",28.44
"2251",2022 Q3,"F","ALCOHOL & DRUG","New Commitment",44.9
"2252",2022 Q3,"F","ALCOHOL & DRUG","Technical Commitment",13.77
"2253",2022 Q3,"F","DRIVING","New Commitment",13.8
"2254",2022 Q3,"F","DRIVING","Technical Commitment",8.24
"2255",2022 Q3,"F","DRUG POSSESSION ONLY","New Commitment",17.22
"2256",2022 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",11.63
"2257",2022 Q3,"F","MURDER","New Commitment",56.15
"2258",2022 Q3,"F","MURDER","Technical Commitment",1
"2259",2022 Q3,"F","MURDER","Technical Commitment",4.96
"2260",2022 Q3,"F","OTHER","New Commitment",15.14
"2261",2022 Q3,"F","OTHER","Technical Commitment",1.9
"2262",2022 Q3,"F","PERSON","New Commitment",77.15
"2263",2022 Q3,"F","PERSON","Technical Commitment",1
"2264",2022 Q3,"F","PERSON","Technical Commitment",24.57
"2265",2022 Q3,"F","PROPERTY","New Commitment",86.22
"2266",2022 Q3,"F","PROPERTY","Technical Commitment",43.99
"2267",2022 Q3,"F","SEX OFFENSE","New Commitment",28.28
"2268",2022 Q3,"F","SEX OFFENSE","Technical Commitment",1.36
"2269",2022 Q3,"F","WEAPONS","New Commitment",1
"2270",2022 Q3,"F","WEAPONS","Technical Commitment",1
"2271",2022 Q3,"M","ALCOHOL & DRUG","New Commitment",303.27
"2272",2022 Q3,"M","ALCOHOL & DRUG","Technical Commitment",2
"2273",2022 Q3,"M","ALCOHOL & DRUG","Technical Commitment",98.92
"2274",2022 Q3,"M","DRIVING","New Commitment",102.34
"2275",2022 Q3,"M","DRIVING","Technical Commitment",41.45
"2276",2022 Q3,"M","DRUG POSSESSION ONLY","New Commitment",33.54
"2277",2022 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",19.61
"2278",2022 Q3,"M","MURDER","New Commitment",675.23
"2279",2022 Q3,"M","MURDER","Technical Commitment",17.03
"2280",2022 Q3,"M","MURDER","Technical Commitment",22.11
"2281",2022 Q3,"M","OTHER","New Commitment",50.38
"2282",2022 Q3,"M","OTHER","Technical Commitment",23.9
"2283",2022 Q3,"M","PERSON","New Commitment",1023.1
"2284",2022 Q3,"M","PERSON","Technical Commitment",6.63
"2285",2022 Q3,"M","PERSON","Technical Commitment",244.41
"2286",2022 Q3,"M","PROPERTY","New Commitment",460.43
"2287",2022 Q3,"M","PROPERTY","Technical Commitment",1
"2288",2022 Q3,"M","PROPERTY","Technical Commitment",209.2
"2289",2022 Q3,"M","SEX OFFENSE","New Commitment",26
"2290",2022 Q3,"M","SEX OFFENSE","Technical Commitment",2.97
"2291",2022 Q3,"M","SEX OFFENSE","New Commitment",1778.18
"2292",2022 Q3,"M","SEX OFFENSE","Technical Commitment",11
"2293",2022 Q3,"M","SEX OFFENSE","Technical Commitment",195.37
"2294",2022 Q3,"M","WEAPONS","New Commitment",104.6
"2295",2022 Q3,"M","WEAPONS","Technical Commitment",1.34
"2296",2022 Q3,"M","WEAPONS","Technical Commitment",32.11
"2297",2022 Q4,"F","ALCOHOL & DRUG","New Commitment",43.16
"2298",2022 Q4,"F","ALCOHOL & DRUG","Technical Commitment",16.84
"2299",2022 Q4,"F","DRIVING","New Commitment",16.95
"2300",2022 Q4,"F","DRIVING","Technical Commitment",6
"2301",2022 Q4,"F","DRUG POSSESSION ONLY","New Commitment",15.29
"2302",2022 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",4.29
"2303",2022 Q4,"F","MURDER","New Commitment",55.07
"2304",2022 Q4,"F","MURDER","Technical Commitment",1
"2305",2022 Q4,"F","MURDER","Technical Commitment",6.58
"2306",2022 Q4,"F","OTHER","New Commitment",12.32
"2307",2022 Q4,"F","OTHER","Technical Commitment",3.85
"2308",2022 Q4,"F","PERSON","New Commitment",81.13
"2309",2022 Q4,"F","PERSON","Technical Commitment",1
"2310",2022 Q4,"F","PERSON","Technical Commitment",21.74
"2311",2022 Q4,"F","PROPERTY","New Commitment",92.84
"2312",2022 Q4,"F","PROPERTY","Technical Commitment",37.48
"2313",2022 Q4,"F","SEX OFFENSE","New Commitment",25.78
"2314",2022 Q4,"F","SEX OFFENSE","Technical Commitment",1
"2315",2022 Q4,"F","WEAPONS","New Commitment",1.47
"2316",2022 Q4,"M","ALCOHOL & DRUG","New Commitment",305.65
"2317",2022 Q4,"M","ALCOHOL & DRUG","Technical Commitment",2
"2318",2022 Q4,"M","ALCOHOL & DRUG","Technical Commitment",102.29
"2319",2022 Q4,"M","DRIVING","New Commitment",104.48
"2320",2022 Q4,"M","DRIVING","Technical Commitment",40.74
"2321",2022 Q4,"M","DRUG POSSESSION ONLY","New Commitment",29.64
"2322",2022 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",18.39
"2323",2022 Q4,"M","MURDER","New Commitment",686.03
"2324",2022 Q4,"M","MURDER","Technical Commitment",16
"2325",2022 Q4,"M","MURDER","Technical Commitment",20.34
"2326",2022 Q4,"M","OTHER","New Commitment",60.95
"2327",2022 Q4,"M","OTHER","Technical Commitment",24.22
"2328",2022 Q4,"M","PERSON","New Commitment",1029.57
"2329",2022 Q4,"M","PERSON","Technical Commitment",6
"2330",2022 Q4,"M","PERSON","Technical Commitment",265.98
"2331",2022 Q4,"M","PROPERTY","New Commitment",454.27
"2332",2022 Q4,"M","PROPERTY","Technical Commitment",1
"2333",2022 Q4,"M","PROPERTY","Technical Commitment",206.17
"2334",2022 Q4,"M","SEX OFFENSE","New Commitment",27.03
"2335",2022 Q4,"M","SEX OFFENSE","Technical Commitment",2.91
"2336",2022 Q4,"M","SEX OFFENSE","New Commitment",1790.2
"2337",2022 Q4,"M","SEX OFFENSE","Technical Commitment",12.09
"2338",2022 Q4,"M","SEX OFFENSE","Technical Commitment",202.12
"2339",2022 Q4,"M","WEAPONS","New Commitment",99.88
"2340",2022 Q4,"M","WEAPONS","Technical Commitment",2
"2341",2022 Q4,"M","WEAPONS","Technical Commitment",34.86
"2342",2023 Q1,"F","ALCOHOL & DRUG","New Commitment",44.28
"2343",2023 Q1,"F","ALCOHOL & DRUG","Technical Commitment",21.5
"2344",2023 Q1,"F","DRIVING","New Commitment",14.99
"2345",2023 Q1,"F","DRIVING","Technical Commitment",5.63
"2346",2023 Q1,"F","DRUG POSSESSION ONLY","New Commitment",12.58
"2347",2023 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",5.46
"2348",2023 Q1,"F","MURDER","New Commitment",56.08
"2349",2023 Q1,"F","MURDER","Technical Commitment",1
"2350",2023 Q1,"F","MURDER","Technical Commitment",5.11
"2351",2023 Q1,"F","OTHER","New Commitment",14.2
"2352",2023 Q1,"F","OTHER","Technical Commitment",2.3
"2353",2023 Q1,"F","PERSON","New Commitment",86.43
"2354",2023 Q1,"F","PERSON","Technical Commitment",1
"2355",2023 Q1,"F","PERSON","Technical Commitment",17.31
"2356",2023 Q1,"F","PROPERTY","New Commitment",95.58
"2357",2023 Q1,"F","PROPERTY","Technical Commitment",31.74
"2358",2023 Q1,"F","SEX OFFENSE","New Commitment",25.5
"2359",2023 Q1,"F","SEX OFFENSE","Technical Commitment",2.19
"2360",2023 Q1,"F","WEAPONS","New Commitment",3
"2361",2023 Q1,"F","WEAPONS","Technical Commitment",1
"2362",2023 Q1,"M","OTHER","New Commitment",1
"2363",2023 Q1,"M","ALCOHOL & DRUG","New Commitment",307.03
"2364",2023 Q1,"M","ALCOHOL & DRUG","Technical Commitment",2.58
"2365",2023 Q1,"M","ALCOHOL & DRUG","Technical Commitment",94.23
"2366",2023 Q1,"M","DRIVING","New Commitment",115.08
"2367",2023 Q1,"M","DRIVING","Technical Commitment",41.37
"2368",2023 Q1,"M","DRUG POSSESSION ONLY","New Commitment",26.52
"2369",2023 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",16.83
"2370",2023 Q1,"M","MURDER","New Commitment",695.4
"2371",2023 Q1,"M","MURDER","Technical Commitment",16
"2372",2023 Q1,"M","MURDER","Technical Commitment",21.98
"2373",2023 Q1,"M","OTHER","New Commitment",60.92
"2374",2023 Q1,"M","OTHER","Technical Commitment",22.73
"2375",2023 Q1,"M","PERSON","New Commitment",1035.79
"2376",2023 Q1,"M","PERSON","Technical Commitment",6.5
"2377",2023 Q1,"M","PERSON","Technical Commitment",261.37
"2378",2023 Q1,"M","PROPERTY","New Commitment",461
"2379",2023 Q1,"M","PROPERTY","Technical Commitment",1
"2380",2023 Q1,"M","PROPERTY","Technical Commitment",199.49
"2381",2023 Q1,"M","SEX OFFENSE","New Commitment",27.81
"2382",2023 Q1,"M","SEX OFFENSE","Technical Commitment",2.42
"2383",2023 Q1,"M","SEX OFFENSE","New Commitment",1832.87
"2384",2023 Q1,"M","SEX OFFENSE","Technical Commitment",13.03
"2385",2023 Q1,"M","SEX OFFENSE","Technical Commitment",199.06
"2386",2023 Q1,"M","WEAPONS","New Commitment",107.86
"2387",2023 Q1,"M","WEAPONS","Technical Commitment",2
"2388",2023 Q1,"M","WEAPONS","Technical Commitment",33.14
"2389",2023 Q2,"F","ALCOHOL & DRUG","New Commitment",46.63
"2390",2023 Q2,"F","ALCOHOL & DRUG","Technical Commitment",17.3
"2391",2023 Q2,"F","DRIVING","New Commitment",16.14
"2392",2023 Q2,"F","DRIVING","Technical Commitment",5.27
"2393",2023 Q2,"F","DRUG POSSESSION ONLY","New Commitment",14.81
"2394",2023 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",7.46
"2395",2023 Q2,"F","MURDER","New Commitment",57.49
"2396",2023 Q2,"F","MURDER","Technical Commitment",1
"2397",2023 Q2,"F","MURDER","Technical Commitment",2.55
"2398",2023 Q2,"F","OTHER","New Commitment",12.29
"2399",2023 Q2,"F","OTHER","Technical Commitment",1
"2400",2023 Q2,"F","PERSON","New Commitment",91.02
"2401",2023 Q2,"F","PERSON","Technical Commitment",1
"2402",2023 Q2,"F","PERSON","Technical Commitment",21.92
"2403",2023 Q2,"F","PROPERTY","New Commitment",96.01
"2404",2023 Q2,"F","PROPERTY","Technical Commitment",35.89
"2405",2023 Q2,"F","SEX OFFENSE","New Commitment",25.76
"2406",2023 Q2,"F","SEX OFFENSE","Technical Commitment",6.56
"2407",2023 Q2,"F","WEAPONS","New Commitment",3.49
"2408",2023 Q2,"F","WEAPONS","Technical Commitment",1
"2409",2023 Q2,"M","OTHER","New Commitment",1
"2410",2023 Q2,"M","ALCOHOL & DRUG","New Commitment",306.54
"2411",2023 Q2,"M","ALCOHOL & DRUG","Technical Commitment",4.76
"2412",2023 Q2,"M","ALCOHOL & DRUG","Technical Commitment",105.18
"2413",2023 Q2,"M","DRIVING","New Commitment",121.76
"2414",2023 Q2,"M","DRIVING","Technical Commitment",40.3
"2415",2023 Q2,"M","DRUG POSSESSION ONLY","New Commitment",27.62
"2416",2023 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",14.87
"2417",2023 Q2,"M","MURDER","New Commitment",698.7
"2418",2023 Q2,"M","MURDER","Technical Commitment",16
"2419",2023 Q2,"M","MURDER","Technical Commitment",21.22
"2420",2023 Q2,"M","OTHER","New Commitment",58.97
"2421",2023 Q2,"M","OTHER","Technical Commitment",1
"2422",2023 Q2,"M","OTHER","Technical Commitment",19.89
"2423",2023 Q2,"M","PERSON","New Commitment",1038.7
"2424",2023 Q2,"M","PERSON","Technical Commitment",7.57
"2425",2023 Q2,"M","PERSON","Technical Commitment",257.78
"2426",2023 Q2,"M","PROPERTY","New Commitment",456.64
"2427",2023 Q2,"M","PROPERTY","Technical Commitment",1
"2428",2023 Q2,"M","PROPERTY","Technical Commitment",187.14
"2429",2023 Q2,"M","SEX OFFENSE","New Commitment",27.43
"2430",2023 Q2,"M","SEX OFFENSE","Technical Commitment",2
"2431",2023 Q2,"M","SEX OFFENSE","New Commitment",1875.18
"2432",2023 Q2,"M","SEX OFFENSE","Technical Commitment",14
"2433",2023 Q2,"M","SEX OFFENSE","Technical Commitment",203.41
"2434",2023 Q2,"M","WEAPONS","New Commitment",115.19
"2435",2023 Q2,"M","WEAPONS","Technical Commitment",2
"2436",2023 Q2,"M","WEAPONS","Technical Commitment",33.58
"2437",2023 Q3,"F","ALCOHOL & DRUG","New Commitment",53.9
"2438",2023 Q3,"F","ALCOHOL & DRUG","Technical Commitment",16.37
"2439",2023 Q3,"F","DRIVING","New Commitment",21.71
"2440",2023 Q3,"F","DRIVING","Technical Commitment",4.24
"2441",2023 Q3,"F","DRUG POSSESSION ONLY","New Commitment",11.67
"2442",2023 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",4.3
"2443",2023 Q3,"F","MURDER","New Commitment",58.39
"2444",2023 Q3,"F","MURDER","Technical Commitment",1
"2445",2023 Q3,"F","MURDER","Technical Commitment",2.62
"2446",2023 Q3,"F","OTHER","New Commitment",12.35
"2447",2023 Q3,"F","OTHER","Technical Commitment",1
"2448",2023 Q3,"F","PERSON","New Commitment",91.85
"2449",2023 Q3,"F","PERSON","Technical Commitment",1
"2450",2023 Q3,"F","PERSON","Technical Commitment",20.62
"2451",2023 Q3,"F","PROPERTY","New Commitment",97.03
"2452",2023 Q3,"F","PROPERTY","Technical Commitment",32.04
"2453",2023 Q3,"F","SEX OFFENSE","New Commitment",26.89
"2454",2023 Q3,"F","SEX OFFENSE","Technical Commitment",4.97
"2455",2023 Q3,"F","WEAPONS","New Commitment",4.35
"2456",2023 Q3,"F","WEAPONS","Technical Commitment",1.53
"2457",2023 Q3,"M","ALCOHOL & DRUG","New Commitment",315.42
"2458",2023 Q3,"M","ALCOHOL & DRUG","Technical Commitment",5.88
"2459",2023 Q3,"M","ALCOHOL & DRUG","Technical Commitment",108.88
"2460",2023 Q3,"M","DRIVING","New Commitment",127.21
"2461",2023 Q3,"M","DRIVING","Technical Commitment",34.43
"2462",2023 Q3,"M","DRUG POSSESSION ONLY","New Commitment",30.28
"2463",2023 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",16.13
"2464",2023 Q3,"M","MURDER","New Commitment",710.57
"2465",2023 Q3,"M","MURDER","Technical Commitment",16
"2466",2023 Q3,"M","MURDER","Technical Commitment",24.68
"2467",2023 Q3,"M","OTHER","New Commitment",57.71
"2468",2023 Q3,"M","OTHER","Technical Commitment",17.8
"2469",2023 Q3,"M","PERSON","New Commitment",1045.66
"2470",2023 Q3,"M","PERSON","Technical Commitment",8.12
"2471",2023 Q3,"M","PERSON","Technical Commitment",252.52
"2472",2023 Q3,"M","PROPERTY","New Commitment",456.74
"2473",2023 Q3,"M","PROPERTY","Technical Commitment",1.01
"2474",2023 Q3,"M","PROPERTY","Technical Commitment",193.86
"2475",2023 Q3,"M","SEX OFFENSE","New Commitment",26.15
"2476",2023 Q3,"M","SEX OFFENSE","Technical Commitment",1.62
"2477",2023 Q3,"M","SEX OFFENSE","New Commitment",1898.99
"2478",2023 Q3,"M","SEX OFFENSE","Technical Commitment",14.85
"2479",2023 Q3,"M","SEX OFFENSE","Technical Commitment",218.33
"2480",2023 Q3,"M","WEAPONS","New Commitment",112.14
"2481",2023 Q3,"M","WEAPONS","Technical Commitment",2
"2482",2023 Q3,"M","WEAPONS","Technical Commitment",29
"2483",2023 Q4,"F","ALCOHOL & DRUG","New Commitment",56.28
"2484",2023 Q4,"F","ALCOHOL & DRUG","Technical Commitment",1
"2485",2023 Q4,"F","ALCOHOL & DRUG","Technical Commitment",10.83
"2486",2023 Q4,"F","DRIVING","New Commitment",19.25
"2487",2023 Q4,"F","DRIVING","Technical Commitment",5.46
"2488",2023 Q4,"F","DRUG POSSESSION ONLY","New Commitment",16.15
"2489",2023 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",3.18
"2490",2023 Q4,"F","MURDER","New Commitment",59.49
"2491",2023 Q4,"F","MURDER","Technical Commitment",1
"2492",2023 Q4,"F","MURDER","Technical Commitment",4
"2493",2023 Q4,"F","OTHER","New Commitment",11.16
"2494",2023 Q4,"F","OTHER","Technical Commitment",2.4
"2495",2023 Q4,"F","PERSON","New Commitment",96.76
"2496",2023 Q4,"F","PERSON","Technical Commitment",1
"2497",2023 Q4,"F","PERSON","Technical Commitment",19.85
"2498",2023 Q4,"F","PROPERTY","New Commitment",95.02
"2499",2023 Q4,"F","PROPERTY","Technical Commitment",34.65
"2500",2023 Q4,"F","SEX OFFENSE","New Commitment",27.68
"2501",2023 Q4,"F","SEX OFFENSE","Technical Commitment",5.17
"2502",2023 Q4,"F","WEAPONS","New Commitment",4.49
"2503",2023 Q4,"F","WEAPONS","Technical Commitment",1
"2504",2023 Q4,"M","ALCOHOL & DRUG","New Commitment",323.12
"2505",2023 Q4,"M","ALCOHOL & DRUG","Technical Commitment",6.14
"2506",2023 Q4,"M","ALCOHOL & DRUG","Technical Commitment",105.91
"2507",2023 Q4,"M","DRIVING","New Commitment",126.01
"2508",2023 Q4,"M","DRIVING","Technical Commitment",39
"2509",2023 Q4,"M","DRUG POSSESSION ONLY","New Commitment",31.98
"2510",2023 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",16.36
"2511",2023 Q4,"M","MURDER","New Commitment",721.3
"2512",2023 Q4,"M","MURDER","Technical Commitment",15.82
"2513",2023 Q4,"M","MURDER","Technical Commitment",28.83
"2514",2023 Q4,"M","OTHER","New Commitment",63.7
"2515",2023 Q4,"M","OTHER","Technical Commitment",22.1
"2516",2023 Q4,"M","PERSON","New Commitment",1068.13
"2517",2023 Q4,"M","PERSON","Technical Commitment",11.46
"2518",2023 Q4,"M","PERSON","Technical Commitment",276.49
"2519",2023 Q4,"M","PROPERTY","New Commitment",457.25
"2520",2023 Q4,"M","PROPERTY","Technical Commitment",1
"2521",2023 Q4,"M","PROPERTY","Technical Commitment",207.68
"2522",2023 Q4,"M","SEX OFFENSE","New Commitment",26.59
"2523",2023 Q4,"M","SEX OFFENSE","Technical Commitment",1.39
"2524",2023 Q4,"M","SEX OFFENSE","New Commitment",1934.54
"2525",2023 Q4,"M","SEX OFFENSE","Technical Commitment",16.82
"2526",2023 Q4,"M","SEX OFFENSE","Technical Commitment",211.11
"2527",2023 Q4,"M","WEAPONS","New Commitment",118.47
"2528",2023 Q4,"M","WEAPONS","Technical Commitment",2
"2529",2023 Q4,"M","WEAPONS","Technical Commitment",27.47
"2530",2024 Q1,"F","ALCOHOL & DRUG","New Commitment",53.84
"2531",2024 Q1,"F","ALCOHOL & DRUG","Technical Commitment",1
"2532",2024 Q1,"F","ALCOHOL & DRUG","Technical Commitment",10.6
"2533",2024 Q1,"F","DRIVING","New Commitment",25.49
"2534",2024 Q1,"F","DRIVING","Technical Commitment",9.12
"2535",2024 Q1,"F","DRUG POSSESSION ONLY","New Commitment",21.02
"2536",2024 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",6.15
"2537",2024 Q1,"F","MURDER","New Commitment",59.21
"2538",2024 Q1,"F","MURDER","Technical Commitment",1
"2539",2024 Q1,"F","MURDER","Technical Commitment",2.71
